3.2797146230094926e-01,-2.4608939836143315e-04,5.1370669074869149e-04,-7.6322355025662818e-04,-2.4608939836143315e-04,3.6200906412797067e-04,-2.9919155425251701e-04,6.7635114796190570e-04,5.1370669074869149e-04,-2.9919155425251701e-04,-1.4941571103439317e-04,3.3327696882480128e-04,-7.6322355025662818e-04,6.7635114796190570e-04,3.3327696882480128e-04,5.3061781439004080e-04
0.0000000000000000e+00,2.5184180995115657e-01,-6.1821209671808692e-04,3.0646289403290579e-03,4.8153396698210421e-02,-2.1735776895276314e-04,-1.2383017560420187e-04,7.2491102721407264e-04,-1.0741521007700408e-03,-6.5813984763891129e-04,7.2536756315713736e-03,3.6387853505601662e-04,1.9263463697849249e-03,1.4833552817801828e-04,8.3878022189792290e-04,-2.6718637758174201e-04
0.0000000000000000e+00,-6.1821209671808703e-04,2.3929641578020472e-01,1.1054297849056845e-03,-1.0741521007700406e-03,5.1378559122286368e-05,2.2631571957699402e-03,1.5518041807375828e-03,3.5446261076578112e-02,-2.8115225820156253e-03,3.3875472908981741e-04,4.5343230713793198e-04,-8.7745013678995577e-04,-1.3049595877915629e-03,1.6934648216559234e-03,9.1332437476647087e-04
0.0000000000000000e+00,3.0646289403290635e-03,1.1054297849056836e-03,2.2850994351721124e-01,1.9263463697849310e-03,-2.1046779523005749e-03,-2.3690295870415399e-03,4.7736459637569956e-04,-8.7745013678995490e-04,-1.7342890638563993e-04,-1.6116017082570013e-03,-1.3888349807752028e-03,6.1557694209885355e-02,-1.3777404902334375e-03,-8.9671088107085039e-04,2.0948518486099844e-03
0.0000000000000000e+00,4.8153396698210421e-02,-1.0741521007700408e-03,1.9263463697849249e-03,2.5184180995115657e-01,-2.1735776895276314e-04,-6.5813984763891129e-04,1.4833552817801828e-04,-6.1821209671808692e-04,-1.2383017560420187e-04,7.2536756315713736e-03,8.3878022189792290e-04,3.0646289403290579e-03,7.2491102721407264e-04,3.6387853505601662e-04,-2.6718637758174201e-04
0.0000000000000000e+00,-2.1735776895276894e-04,5.1378559122287337e-05,-2.1046779523005788e-03,-2.1735776895276894e-04,3.0270742035319503e-01,3.6037272644209926e-04,-2.0922219512256343e-03,5.1378559122287337e-05,3.6037272644209926e-04,-2.6582868125330861e-04,-5.4905366897363200e-03,-2.1046779523005788e-03,-2.0922219512256343e-03,-5.4905366897363200e-03,2.2213194807943781e-03
0.0000000000000000e+00,-1.2383017560420735e-04,2.2631571957699350e-03,-2.3690295870415386e-03,-6.5813984763891400e-04,3.6037272644210029e-04,2.4407413381396165e-01,1.9349624345638386e-03,-2.8115225820156201e-03,5.2957009162744539e-02,-3.4893351328801714e-03,4.4431652894502422e-03,-1.7342890638563559e-04,-1.6390092558302410e-05,2.5875076782530069e-03,1.8789806098778745e-03
0.0000000000000000e+00,7.2491102721407264e-04,1.5518041807375824e-03,4.7736459637570216e-04,1.4833552817801828e-04,-2.0922219512256443e-03,1.9349624345638438e-03,2.3502181531842109e-01,-1.3049595877915642e-03,-1.6390092558297206e-05,-2.5143951273844966e-03,2.0339951007619663e-03,-1.3777404902334406e-03,5.5651474166322407e-02,1.1724915067542262e-03,-3.2559294689679533e-04
0.0000000000000000e+00,-1.0741521007700406e-03,3.5446261076578112e-02,-8.7745013678995577e-04,-6.1821209671808703e-04,5.1378559122286368e-05,-2.8115225820156253e-03,-1.3049595877915629e-03,2.3929641578020472e-01,2.2631571957699402e-03,3.3875472908981741e-04,1.6934648216559234e-03,1.1054297849056845e-03,1.5518041807375828e-03,4.5343230713793198e-04,9.1332437476647087e-04
0.0000000000000000e+00,-6.5813984763891400e-04,-2.8115225820156201e-03,-1.7342890638563559e-04,-1.2383017560420735e-04,3.6037272644210029e-04,5.2957009162744539e-02,-1.6390092558302410e-05,2.2631571957699350e-03,2.4407413381396165e-01,-3.4893351328801714e-03,2.5875076782530069e-03,-2.3690295870415386e-03,1.9349624345638386e-03,4.4431652894502422e-03,1.8789806098778745e-03
0.0000000000000000e+00,7.2536756315713649e-03,3.3875472908981741e-04,-1.6116017082570171e-03,7.2536756315713649e-03,-2.6582868125330324e-04,-3.4893351328801636e-03,-2.5143951273845122e-03,3.3875472908981741e-04,-3.4893351328801636e-03,2.9759844071333325e-01,-3.0063121995053078e-03,-1.6116017082570171e-03,-2.5143951273845122e-03,-3.0063121995053078e-03,3.9023078255456166e-04
0.0000000000000000e+00,3.6387853505601142e-04,4.5343230713793588e-04,-1.3888349807752028e-03,8.3878022189791770e-04,-5.4905366897363399e-03,4.4431652894502353e-03,2.0339951007619715e-03,1.6934648216559275e-03,2.5875076782530025e-03,-3.0063121995053039e-03,2.3495938637837663e-01,-8.9671088107085039e-04,1.1724915067542327e-03,7.4009599010680160e-02,4.9331058814320004e-03
0.0000000000000000e+00,1.9263463697849310e-03,-8.7745013678995490e-04,6.1557694209885355e-02,3.0646289403290635e-03,-2.1046779523005749e-03,-1.7342890638563993e-04,-1.3777404902334375e-03,1.1054297849056836e-03,-2.3690295870415399e-03,-1.6116017082570013e-03,-8.9671088107085039e-04,2.2850994351721124e-01,4.7736459637569956e-04,-1.3888349807752028e-03,2.0948518486099844e-03
0.0000000000000000e+00,1.4833552817801828e-04,-1.3049595877915642e-03,-1.3777404902334406e-03,7.2491102721407264e-04,-2.0922219512256443e-03,-1.6390092558297206e-05,5.5651474166322407e-02,1.5518041807375824e-03,1.9349624345638438e-03,-2.5143951273844966e-03,1.1724915067542262e-03,4.7736459637570216e-04,2.3502181531842109e-01,2.0339951007619663e-03,-3.2559294689679533e-04
0.0000000000000000e+00,8.3878022189791770e-04,1.6934648216559275e-03,-8.9671088107085039e-04,3.6387853505601142e-04,-5.4905366897363399e-03,2.5875076782530025e-03,1.1724915067542327e-03,4.5343230713793588e-04,4.4431652894502353e-03,-3.0063121995053039e-03,7.4009599010680160e-02,-1.3888349807752028e-03,2.0339951007619715e-03,2.3495938637837663e-01,4.9331058814320004e-03
0.0000000000000000e+00,-2.6718637758174195e-04,9.1332437476646924e-04,2.0948518486099917e-03,-2.6718637758174195e-04,2.2213194807943781e-03,1.8789806098778628e-03,-3.2559294689681089e-04,9.1332437476646924e-04,1.8789806098778628e-03,3.9023078255456166e-04,4.9331058814320004e-03,2.0948518486099917e-03,-3.2559294689681089e-04,4.9331058814320004e-03,2.9408980477630653e-01
